feature,mi_score
ZBTB7C,0.09677942849908594
SMOC1,0.09669689452469821
DDX56,0.09650101707695002
RPS7,0.09631189703607967
BSDC1,0.09622281138091204
TATDN2,0.09618694799263805
ZNF184,0.09611385396354244
DOCK2,0.09589801683832255
BMS1,0.09579624501590267
ARHGAP26,0.09562392880970938
CCT8,0.09559474680063729
SLC37A3,0.09555550364513055
RBCK1,0.09546110253143891
FXC1,0.09513096070242821
ARMCX4,0.09482830349485338
ECD,0.09479757478176243
VCAN,0.0947688678787375
FLYWCH1,0.09469077828118166
SCARNA21,0.09467972312031714
FAM45A,0.09463708445748065
UXS1,0.0946361420866284
STX12,0.09444257966217795
LOC284412,0.09444096802595081
CLEC2D,0.09443388188883373
GNAI2,0.0944335791101909
STAT5A,0.09428473976451901
NFU1,0.09420174976756113
POLD4,0.0941750480484922
RAB2A,0.0941727411085218
KCNK5,0.09413072430179903
PI15,0.09403401386899679
ZBTB37,0.09396096491139194
PFKFB2,0.09394449554418438
MRPL39,0.09349401967515636
CDK17,0.09348107321990207
FOXO3,0.09347553828224053
SEC16A,0.09343209600701674
LRCH2,0.09340810438070468
VDAC3,0.09338445967097875
PHACTR1,0.0933764235960215
LOC728323,0.09324308282919702
MZF1,0.09319108584806357
LCA5,0.09312036555150227
DOCK7,0.09309606293104578
PLCE1,0.09293251012281556
C1S,0.09280780983170689
TBC1D9B,0.09259062094650927
DHX32,0.09239409395984599
SAE1,0.09228984677415086
EFHC1,0.09225051958550234
TNFSF14,0.09223986470493806
CSPP1,0.09200511778782872
TNRC6B,0.0919591530837287
IMPA2,0.09186435227274159
DHX34,0.09165598594708935
PTPRE,0.09162220000570898
LOC100131067,0.09153160066076071
RPA1,0.09149101352836841
POLR2B,0.09128218676196598
EIF2S3,0.09127901061114319
CENPF,0.09110359117851208
CBX1,0.09109451277576852
CX3CR1,0.09097872111613814
TOMM5,0.09094520929948269
TMEM184C,0.09091239190122113
RPS6KA5,0.09090322371897575
CPSF1,0.09089399668605269
SCAF8,0.09078420498004758
S100A6,0.09074938183436476
ACTR5,0.09064210663093553
FAM111B,0.09056523076012057
RNF215,0.09056461687584405
MAN1A2,0.09055211115632456
TRIM38,0.09046237262886314
DOLPP1,0.09035761010644427
TNFAIP3,0.09023596499492048
CCDC92,0.09017183355069847
CAB39L,0.09016951222526193
PDE9A,0.09015707335297551
STX18,0.09007998950564855
MCRS1,0.08998861482359755
PKD2L2,0.08986157230193736
CAPN13,0.08982245134028877
RPL15,0.08981080842079714
RNASEH2C,0.08976472546509306
HOMEZ,0.08974117525924008
VPS53,0.08952194474154274
ZWILCH,0.08943552554432355
C1orf186,0.08933988400637438
TMEM159,0.0892480883817135
C10orf137,0.08923494432564305
ARHGAP19,0.08920215455184333
CDCA2,0.08909835127406995
MCMBP,0.08892498456385423
LRRC49,0.08884411829448546
SLC4A7,0.0887862563474835
SART1,0.08874203619252241
RGMA,0.0886627718631392
C15orf58,0.0885513544112837
LOC644961,0.08853506523090804
MTF2,0.08846242419672823
YBX1,0.08825995731112268
LOC100233156,0.08824990697498536
C1QTNF6,0.08811223031265736
HSP90AB2P,0.08808897060164766
INTS7,0.0880609674729329
VASH1,0.08802370829736961
DLG2,0.08801997372956971
C1orf124,0.08797054633047563
AMFR,0.08791557272584738
RHD,0.08789307147805436
KLRAP1,0.08780592776653551
FGG,0.08774400611405686
TSPAN1,0.08774266318850565
EXOC3,0.08773389903053963
PHC1,0.08766980274472358
FOXO1,0.08756429894339934
SOLH,0.08729713024773589
ZNF117,0.08724872495373659
RIF1,0.08723592319647167
ELAC1,0.08721307763421193
DCTN6,0.08701032019610078
TMEM85,0.08684568525402137
STIL,0.08682088277130995
ZNF610,0.08681223003641247
KIAA0889,0.08672250343769594
NID2,0.08667301860879939
CD1D,0.08659406065981279
PHF6,0.0863233057736732
THG1L,0.08621350983808518
JAZF1,0.0861966634216822
TRIM23,0.08617062411646659
DYNC2H1,0.08605554129990978
TM9SF1,0.08579818818554541
C8orf83,0.08574453426825501
SLC7A2,0.08572812857781731
VSIG2,0.08551913665521327
PCDH1,0.08524890694474951
SOCS5,0.08522346544306347
TMF1,0.08521661332082697
TYK2,0.08511568860451768
ANKRD42,0.08509313932280205
NUMB,0.08499256465905503
MYSM1,0.08485788770757652
RARS2,0.08484651019619882
ARL6IP1,0.0847377332265622
SLC27A3,0.08465292487252318
XPNPEP1,0.08456871500443608
FDPSL2A,0.08452862500393898
B4GALT5,0.08445045765648107
CYP2J2,0.08444788104756995
LOC646214,0.08443512750093896
C14orf43,0.08441066603982583
SLC2A4,0.08425396644427208
BLOC1S2,0.08425385971339594
PMAIP1,0.08404575426535255
PHACTR4,0.08401353221389951
NFE2L2,0.08398934385826307
MAP3K13,0.08398642781308041
ANKRD12,0.08387778121276401
RPF1,0.08387733059698843
RHOBTB2,0.08376259883751969
TMEM19,0.08370692642652444
PLEKHO2,0.08370599786790356
C8orf40,0.08369027531943551
FLRT3,0.08360000343498641
RNFT1,0.08351223708263289
HLA-DRB3,0.08347505439154479
SLC35A5,0.0834537363034249
KIAA1737,0.0833751385959276
COX4NB,0.08331176494092496
CBLC,0.08325991822052625
C19orf29,0.08311695974611988
CWC27,0.08309744729328994
C13orf15,0.08306267751304519
RPS20,0.08302789742146799
MEX3B,0.08291031998065646
CDR2,0.08290927322502517
TUG1,0.08288624149503931
CELSR1,0.08282713753768567
PODXL,0.08281417601454355
AK7,0.082778773382987
LOC253039,0.08274441248443232
TMPRSS4,0.08269911183630962
PSMA1,0.08267827316794074
TMEM50A,0.0826687239698296
MYBL2,0.0826495756906791
MRPL22,0.08259583860943809
IGLL5,0.08259145802891088
PARP12,0.08254068430958528
KLHDC3,0.0824538205580343
JAG1,0.08235680121196998
PATZ1,0.08225393497353317
CSNK2A1,0.08223868763678333
SRP72,0.08223704106196217
NUB1,0.08217000476505221
NOL8,0.08213940286358534
TMEM167A,0.08211687323132733
KIAA1984,0.08208909871825876
LTBP4,0.08204257718614794
FBXW4,0.08200490735459587
C14orf2,0.08199260521678786
SH2B3,0.08198047647032025
C4BPA,0.08188614037496933
TMEM111,0.08186933310375633
SLC18A2,0.08184283965859174
HPGD,0.08180013879444781
NEK11,0.08176093722612965
FAM176A,0.081726804691997
ZNF461,0.08169574395838808
RNF146,0.08169227441187243
PRPF4B,0.08167070175574409
CXorf23,0.08163191810151638
MYB,0.08163016457600714
C11orf10,0.08162735755396922
ZNF252,0.08158960968489248
TDP2,0.08156250113283758
AGFG1,0.08151007900069951
TPRN,0.0814461894259686
TAS2R20,0.08143788216206471
ERICH1,0.08138431000322943
RCC1,0.0812983307486983
SMC5,0.08129523241415204
YIPF1,0.08129346461380127
C12orf29,0.08124929858428143
TPM2,0.08120989354487618
HMOX1,0.08115856028748492
CCDC157,0.08115317047910375
ZNF462,0.08106021575052114
RDH11,0.08099092134061014
RAB4A,0.08085281284277301
SNORA34,0.08078638622210721
TTF1,0.08078533308733427
PGC,0.08073154869108468
KLHDC1,0.08070875201182504
RND3,0.08068196884024559
RIT1,0.0806787059039602
FBXO17,0.08064115124089954
FGF11,0.08061259554373246
PPM1B,0.08061241096209959
CADPS2,0.08049714072215952
MLKL,0.0803225346282248
LOC643837,0.08026713862706791
RAMP3,0.08021261844692251
CYP24A1,0.08018733390240729
CNNM3,0.08018507639568462
HIST1H2AK,0.08008618819040181
FLJ38109,0.08006206592199527
SNORA37,0.08000114912089074
FAM176B,0.0799819972118958
TARS2,0.0799791616401746
LYRM4,0.07996502730001032
H2AFV,0.0799383320342153
LOC729234,0.07983904108358586
AMD1,0.07983668700136759
WDR81,0.07982067057498443
NPR1,0.07980465034664674
FZD6,0.07975587747547563
KIAA0494,0.07962617388542448
TMEM106B,0.07960906994863737
TMX2,0.07953720097851869
MRPL3,0.07950231772650063
C3orf38,0.07948092806591078
SNORA74A,0.0794802983537426
OSBPL7,0.0794731660630219
KNTC1,0.0794139971335952
FCHSD1,0.07939156760193988
ULK1,0.07937036793064234
LETM2,0.07929053318032686
CCT7,0.07928446587432147
ZNF618,0.07928317475283264
ARHGAP18,0.07921393529445298
COG5,0.07918492504931973
ZFP62,0.07917215848350478
RNF168,0.07903423172554969
SPATA5,0.07898353016466686
GK3P,0.07884929070892466
MBTPS1,0.07883124655084472
ZRANB3,0.07880796699374737
OAZ1,0.07879701990677335
TMED4,0.07877624499131852
SFTPC,0.07859540458988978
CCDC59,0.0785347695235985
TRPC1,0.0785141926037598
DYNC1H1,0.07850433820476521
PTPN1,0.07848106254681486
ASNA1,0.07844309916728176
TSEN15,0.07836978035396802
ORAI1,0.07825326439129832
ZNF280D,0.07813916085875916
TMEM56,0.07806622851207101
SMC2,0.07805941370756875
C8orf55,0.07797808232336534
ZNF3,0.07776257008296605
PLIN3,0.07773232929361606
PEX11B,0.0776119712308907
SEL1L,0.07753347460381099
C17orf51,0.07746494631011003
LMO2,0.07745974491469698
SLC3A2,0.07740084374600764
C17orf65,0.07739434902350917
PPARD,0.07729846388803119
UQCRC2,0.07721391842899172
CTBP1,0.07719018620741469
C17orf90,0.07715377762909181
TCTN1,0.07710038879623138
KIFC2,0.07708629278666046
ZNF444,0.07701770215115156
AIMP1,0.0768671176928748
ZNF362,0.07672373409253708
C5orf62,0.07671058833974831
KLHDC2,0.07665415014297916
ARG2,0.07664129974551326
EXOC8,0.07660297034185892
STT3A,0.07655271651850981
IFIH1,0.07654468911592116
C10orf76,0.07648855718892467
LIPA,0.07648127738318089
PAX8,0.07645400840437588
AVIL,0.07640202058774181
DDHD2,0.076342318937483
TEP1,0.07630728546919152
ITM2B,0.07622818407787268
SORT1,0.076190860290549
SEC22B,0.07617464112959293
LARS,0.07614151860659191
ADAMTS9,0.07603622185655823
ACTR8,0.07601101123060938
ANKFY1,0.07600286589191207
FANCI,0.07598147959027757
USP11,0.07589534823598698
PLK1S1,0.07579438915431869
GDE1,0.07578992575499877
ALPL,0.07576471985428701
LRIG3,0.07575413135834497
ITGB1BP1,0.07570850082355562
C3orf78,0.07570464983380987
ZNF428,0.0755420753478846
NCS1,0.07548834845262875
SLC4A1AP,0.07546010914124568
FAM129B,0.07540582257773365
PDXP,0.07537289620335419
CHD8,0.07535918442493639
GSTM3,0.07531041988075615
TMEM43,0.07529960411083136
TIPRL,0.07527608535100616
CXADR,0.07519069592499994
GK,0.07508819072253559
PIR-FIGF,0.0749719929270638
CA5B,0.07492357302778663
GPR89A,0.07488946183982925
C2orf74,0.07486122917704074
CTDSP2,0.07481668205551095
S100A10,0.07477880012848903
BCL2,0.07475872642986059
SLC27A2,0.07469950741464038
DPP8,0.07465904573956328
FTSJD2,0.07461057297050222
DNAH7,0.07451554088898527
GFPT2,0.07449957394994144
OSTM1,0.07442456349031579
KCTD3,0.074380623181729
BCAS4,0.07437220132256872
TTC9C,0.07432289165787442
SEC62,0.07415019651899946
DNHD1,0.07414076609113351
FAM129A,0.07410405066980275
SAMHD1,0.07404153525660861
ATG3,0.07403353038411464
ZSCAN20,0.07402379658502367
SPNS2,0.0740214529005534
RABIF,0.07401162612602064
METTL11A,0.07396344232337149
MCM6,0.07394400851434502
TLK1,0.07389024423993296
RPL10A,0.07383793983242493
ADCK4,0.07376486747994071
STEAP4,0.07369721391681217
EDA,0.07368255147359526
ARHGAP10,0.07367364697939638
TIGD7,0.07367076908809578
PDE12,0.07365035090049199
PCBP2,0.0736182034284778
TTC39C,0.07359922116044837
C21orf91,0.07357798250917846
KIAA1383,0.07347809433802355
FIZ1,0.07344471175870537
LOC399744,0.07343802756718754
ADH5,0.07340037245153774
CPVL,0.07334630338282233
WDFY3,0.07330170963675209
NRP1,0.0731689654177996
NT5DC3,0.07316154985739232
TMEM165,0.07312084584044398
TAF1C,0.07304542431824945
LPCAT1,0.07304106609675642
MDM2,0.07297648324371209
USP37,0.07286016007070883
LAX1,0.07282135766839226
ASNSD1,0.0727842593500112
C6orf141,0.07265877334962823
LY75,0.07265449486057807
DCTN3,0.07264614645737355
C11orf73,0.0726264941970094
FAM55C,0.07258373228981552
LOC100130093,0.07256292085944205
IGFBP2,0.0725119537270269
DES,0.07248345816923862
CKAP2L,0.07245031664615942
RPL32,0.07239765782040486
ZNF580,0.07239321876666316
SH3BGRL3,0.07238485106598791
GPATCH1,0.07235916094414363
PMM1,0.07232458767427641
LAMA5,0.07228026987543346
PFKM,0.07224022758991633
FDPS,0.07214429787860199
C21orf63,0.0721201324552343
SEC23A,0.07208641019062378
LOC100499177,0.07207965541487615
PSMA5,0.07207829629795381
MRPL45P2,0.07202369887333071
RCE1,0.07197421155466932
WARS2,0.07191742838256121
BRPF3,0.0718504698257838
GUSBP4,0.0718404275407949
VANGL1,0.07172952034843982
LOC152217,0.07170394967926352
ZNF514,0.07160874682834506
KIF4A,0.07153333237748405
CASK,0.07151144165501244
ANKRD10,0.07149825981859625
TRMT1L,0.07148807769302956
C14orf109,0.0714228205519809
LAMC1,0.07132359992793247
DNAJC18,0.07123665310712846
CCDC39,0.07123206313390718
TNFRSF25,0.07121936666509265
PRKCE,0.07121255114368785
DHODH,0.07120393326980423
FAM83E,0.07116971019616702
KCNE3,0.07116551643274494
DDX60L,0.0711649918653594
GPR110,0.07114010222508504
SLC22A23,0.07105845389802123
XAF1,0.07104483024289165
DOCK5,0.07102502491847917
MAN2B1,0.07099298575194113
STARD10,0.07084147990723211
KDELR2,0.07079763486338675
TSPYL5,0.07073769919824757
FHOD3,0.070727780298117
LMO7,0.07063849375271225
TAF1D,0.07063203956323583
ATG9A,0.07061064341373902
FAM123B,0.07056794892787854
LOC375190,0.07055324141317088
KIAA0146,0.07054106137151961
MAML1,0.07052588424095751
HNRNPH2,0.0704504073046206
ABCD4,0.07042895251506653
CLCN3,0.0703631334673469
KBTBD11,0.07035962281457464
LOC81691,0.0702410539314191
WDR55,0.07022559176663568
ASTE1,0.07021217017724335
STK35,0.0701944903893803
RPP40,0.07017465866914341
METAP1,0.07011234088981011
ACADVL,0.07007606855031079
POLR2C,0.07004132999628165
SF3A2,0.07002228473476357
TMEM102,0.07001802671386925
LOC641367,0.06999805895307043
YWHAG,0.06998631697062119
MEF2A,0.06994071400646606
CHCHD3,0.06988913097411387
SFT2D1,0.06979560093464698
SLC30A9,0.06978778686824483
WNT2,0.06972174180219981
EEF1B2,0.0695615075311653
KLRC4-KLRK1,0.06954346247918353
POLR3G,0.06952760147796866
MRS2,0.0694916727259769
LSM6,0.06945958268376518
PPP2R3A,0.06944391065898414
GLIS3,0.06942667676165959
LDHB,0.06941303734875848
RAP1B,0.06938728815642459
TREM1,0.06937087035880629
PKN1,0.06931564329729345
EMP1,0.06930740525976242
PDGFB,0.06928380211890395
ACAT2,0.06925979686943107
CES4A,0.06925892686409552
SNORA28,0.069230790445864
GTF2I,0.06921664265694805
PPP2R2D,0.06921033327608539
C11orf96,0.06916727176243564
TMEM38B,0.06909778242824038
FOXC1,0.06906093139591407
AKAP11,0.06905963143855609
GUCY2D,0.06905063503857112
C19orf63,0.06898121694640924
PRIM1,0.06894601551742352
NDUFA4,0.0689151065861815
PAK2,0.06883744011383763
TECR,0.06882894116392402
SLC39A3,0.06880723963769775
SUMF1,0.06869890779859644
IKBKAP,0.06868539177055322
ZNF395,0.06868119800713113
PLCB4,0.06864667136180413
TRAPPC2L,0.06863851946897759
TRAM2,0.0686264801253138
ZDHHC20,0.06855176861299617
NEK2,0.06852889697932407
IRF2,0.06848617621143038
SH3TC1,0.06844279090339866
C21orf119,0.06836517416169552
OGFR,0.06831932261042617
C9orf131,0.06830382525419276
SNHG8,0.06824044532090334
FAM104A,0.06819191165245986
FAM84A,0.06815894876316242
TKT,0.06813761844890509
SYDE1,0.06806251867238844
DDX18,0.06800797177145212
CXCL5,0.06797730632711407
POLQ,0.06794624919525893
VPS35,0.06790362402254346
RFC5,0.0678561829412252
ANO10,0.06783510752541311
SCARNA12,0.06781763488797132
MSRB2,0.06771867560587319
ID4,0.06771435816020066
C14orf119,0.06763100134607458
C6orf132,0.06762512361395268
LRCH1,0.06758557302671453
HERC2P7,0.06757649547381472
MST1P2,0.06757238240289998
C11orf24,0.0675299089995074
SRA1,0.06749164915266204
C9orf9,0.06744061475273755
BOD1L,0.06743719079712007
LAMP3,0.0674126853879995
EIF2B5,0.06740203159787406
LPPR2,0.067394795244484
FTSJD1,0.06735144321137265
TELO2,0.06734742494258872
UCHL5,0.06731721650293743
GPBP1,0.06727309395881509
AKTIP,0.06721065639637747
TNFSF13B,0.0671812004885628
WDR47,0.06713661170248297
LOC100499466,0.06709773559222065
PSMD7,0.06709414269389091
H3F3B,0.06706744411396559
UTP15,0.0670648086543757
ZNF90,0.0670161184913729
KIF24,0.06700855286813012
PDGFRA,0.0670019979964831
C17orf70,0.0669485992835821
CCDC18,0.06694525940021134
RPL8,0.06694067226184486
CYP1B1,0.06692302973788866
APTX,0.06682758781641662
HCFC2,0.06673607755641409
CACNB4,0.06667376483102938
SNORD123,0.06667239798362501
FASN,0.06659076317139956
LRRC8A,0.06654808099844844
PGK1,0.06647707294667105
HAS2,0.06644087736748938
SLC31A2,0.0664303383378384
REV1,0.06636642504756196
PSMB5,0.06636447940647594
ZNF555,0.06633844755906049
BAD,0.06632191827228606
PECAM1,0.06630189242081186
DENND4C,0.06630037010147594
C9orf95,0.06624168084148896
LEPRE1,0.0662192234095289
SLC13A3,0.06605513993942558
NT5C3L,0.06604181267097275
CDKL3,0.06604134249165283
MMS19,0.06604016775982569
UBR3,0.06602300464192412
EGR3,0.06596541580039883
FAM175A,0.06589541181190217
TADA2A,0.0658820313618107
DCAF16,0.06583691027269079
STXBP1,0.06583214546101024
ZDHHC3,0.06579908326415662
PRPF38B,0.06575155993728088
SCN7A,0.06572545356502069
FLJ42709,0.06572421393380967
EVI5,0.06570482688149815
TAZ,0.06569909103865834
C7orf58,0.0656609711077687
GPRC5A,0.0655787260482672
LDOC1L,0.06555661050709682
CNIH,0.06552743388736304
KIAA0090,0.06549255423709921
EMILIN1,0.06547612789267765
MFGE8,0.06546804533684836
ZBTB42,0.06539671100092437
AKT3,0.06536713432214558
NSMCE2,0.06525772684729403
C7orf44,0.06524699130726597
PSAT1,0.06524162869205585
IGF2BP3,0.06522823631321906
ZCCHC8,0.06520881345312235
CUTC,0.06520527929484654
SCARNA1,0.06518753041278491
TYW3,0.06518292591722985
NUP210,0.065103857338221
DPP4,0.06506453678961499
FAM65A,0.06496430906399797
KIAA1797,0.0649074697177443
DDX19A,0.0648679266097576
SNORD93,0.06486670681707452
CDKAL1,0.0648624391681294
CAMK2G,0.06485797781751423
RAVER2,0.0647339205881936
STK17A,0.06471592341640986
ZNF124,0.06470594562958842
MAGEF1,0.06465385029200044
GNE,0.06464406620981822
NFKB2,0.06463543373065694
C20orf96,0.06462948049387518
NFKBIE,0.0646077891781256
PQBP1,0.06458044393465734
GGA1,0.06453395275813523
PSMD3,0.06451483805129743
ADPRH,0.064505892804265
SPON1,0.06449612733569476
DUSP6,0.06449041644078402
ITM2A,0.06448662719729437
CNOT6,0.06446288192348981
CCDC99,0.06437802773795709
FLJ42627,0.06432400165898433
NFKBIA,0.06430375931723975
GULP1,0.06420974920864264
SFN,0.06419625785268646
MORN4,0.06416254437767699
FAM83A,0.06413098496132652
PEF1,0.06410044316619534
ACVR1B,0.06408731284621116
CCDC104,0.06407665108108151
DPYSL2,0.06404270615710095
TACC1,0.06402348785852996
ZNFX1,0.06399269827076792
FAM184A,0.06394888611537652
LOC100132273,0.0639083905375506
CLIP2,0.06381007038505104
H1F0,0.06380505165474037
SEC14L1,0.0637904295247338
MAP1LC3A,0.06374510016170953
ZBTB34,0.06373912309875718
SLC39A13,0.0636836986487721
CORO1C,0.06365930750447135
GIMAP6,0.06365853983521097
ANAPC16,0.06361709104822744
IFT27,0.06359626630127768
ITGB2,0.06356934090997979
PEX13,0.06354090027067949
RAB26,0.06349185383142109
CATSPER2P1,0.06347690757659619
SBDS,0.06343724089784875
PXDN,0.06343116586230257
EWSR1,0.06337213380785478
PTGES2,0.06335069831577145
C14orf101,0.06331903565967467
DHRS1,0.06327153596827428
MCM2,0.06324743933242227
C20orf20,0.06322426696881167
MAD2L1,0.06319939976515165
NHLRC2,0.06317250437745625
ZNF18,0.0631472937515074
PIGT,0.0631407175764982
PTPRD,0.06312739597708461
C22orf32,0.06312591212051633
SPRY1,0.06306062514108324
SATB1,0.06302155850133762
IRX2,0.06299536350437851
KIAA1147,0.06299057947222941
COX7B,0.06298542570502397
TK2,0.0629498993912172
TNRC18,0.06293914091892017
UPF3A,0.0629181820131699
C16orf7,0.06284936409390873
RG9MTD3,0.06279641930114499
PCDHA11,0.06277091957660974
THAP2,0.06268251731138208
TAS2R13,0.06261623293198482
DSP,0.06260907568500884
ITSN2,0.06258990242488505
CD109,0.06252097721128269
C3orf17,0.06250743274245663
STAT5B,0.06249592354250466
ESRP2,0.062455311651154366
C1orf55,0.062433860793789986
COL9A2,0.06241666880553853
LFNG,0.06233396617913023
GPRIN2,0.06232169292144096
IFI35,0.062294039744525964
KLHL7,0.06222384991873997
NOL12,0.06219380438410993
ATP6V0D1,0.06219297313893479
PTPN21,0.06217676855021281
EIF4A3,0.06213288081401758
ZYG11B,0.062126855220144384
FAM126B,0.062101754951443544
TBX2,0.062097486509451905
TEAD3,0.06208316243285106
CHP,0.06205107083758987
TMEM71,0.062036652256250546
FAM120AOS,0.0620353904858173
BEX4,0.062017184544475024
LSM7,0.06200385385806739
RAB11FIP1,0.06200068395105118
NCKAP1L,0.061984759704357906
BMP8B,0.06197818508239883
CCL22,0.06193203151248938
ZFP64,0.0619146213605235
FAM50A,0.06190992001413376
BLVRA,0.06189247784290486
ANKS1A,0.06188593210106497
ORC2,0.061869533050669556
PAPLN,0.0618644823341401
PPWD1,0.06182609044500964
NDUFA13,0.061788200984043584
SPHK1,0.06177144737566098
KIAA1199,0.061745966816422415
STX4,0.06174162979446751
C8orf33,0.06170755900956015
TRAF4,0.06169457979879356
PAR5,0.06166776791231254
RNU6ATAC,0.06166044571161078
IGSF9B,0.06165694722817938
MOSPD1,0.06165179297671375
SLC35A1,0.061651777578389355
ZNF767,0.06163855048371447
CA12,0.06163674673191033
PLEKHA3,0.06160043328615439
FAM3A,0.06159169876831028
SPECC1,0.06157427275540939
IFIT1,0.06156147463294226
CD3D,0.061551875132392464
JMJD1C,0.061530446752732004
MYO5C,0.06149202280325006
PPP1R7,0.06147647290766911
RAB10,0.06147339231754412
SPRED2,0.06142122957950624
BTBD9,0.061367374192354385
CCDC6,0.06136721611170093
LOC100134868,0.061335520180684
DIS3L,0.061287740699705884
ZDHHC9,0.06126715545287653
ARPC1A,0.061238417222780894
MID1IP1,0.061229084549421
UGP2,0.06117213216096107
NDUFB10,0.06116291591174994
PTPRB,0.06116157413123213
